日期,類型,金額,結餘,證券,股票代號,股數,每股,費用,稅款,對銷賬戶,備註
2022-04-13 00:00:00,股息,10.91,"13,244.91",AT&T Inc.,T,43,0.25,,,,Cash In Lieu  1股AT&T股票，可獲得0.241917股Warner Bros. Discovery股票  43*0.241917=10.402431
2022-04-11 00:00:00,買入,-247.80,"13,234.00",Discovery,WBD,10,24.78,,,Charles Schwab,T Spin-Off
2022-04-11 00:00:00,股息,247.80,"13,481.80",AT&T Inc.,T,43,5.76,,,,T Spin-Off
2022-04-08 00:00:00,賣出,"1,679.99","13,234.00",Shell PLC,SHEL,30,56.00,,0.01,Charles Schwab,
2022-04-08 00:00:00,股息,0.45,"11,554.01",Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2022-04-04 00:00:00,買入,"-1,040.00","11,553.56",Lincoln National Co,LNC,16,65.00,,,Charles Schwab,
2022-04-01 00:00:00,股息,3.36,"12,593.56",Paramount Global,PARA,20,0.24,,1.44,,
2022-03-31 00:00:00,股息,11.55,"12,590.20",Simon Property Group Inc,SPG,10,1.65,,4.95,,
2022-03-29 17:00:00,費用,-25.00,"12,578.65",,,,,,,,中轉銀行費用
2022-03-29 16:00:15,轉入,"11,240.00","12,603.65",,,,,,,TWBank,"匯率28.1985  TWD$316,951.14 匯費 ＄300+＄81(11240.00*0.025％*28.75)"
2022-03-29 00:00:00,股息,11.34,"1,363.65",Danske Bank,DNKEY,116,0.15,1.16,4.62,,
2022-03-28 00:00:00,買入,-860.00,"1,352.31",Tyson Foods Inc,TSN,10,86.00,,,Charles Schwab,
2022-03-28 00:00:00,股息,14.40,"2,212.31",Shell PLC,SHEL,30,0.48,,,,
2022-03-25 00:00:00,股息,8.40,"2,197.91",Kraft Heinz Co,KHC,30,0.40,,3.60,,
2022-03-24 00:00:00,買入,"-1,005.00","2,189.51",Goldman Sachs Group Inc,GS,3,335.00,,,Charles Schwab,
2022-03-23 00:00:00,股息,7.50,"3,194.51",Assured Guaranty Ltd.,AGO,30,0.25,,,,
2022-03-22 00:00:00,買入,-990.00,"3,187.01",Apple Inc.,AAPL,6,165.00,,,Charles Schwab,
2022-03-22 00:00:00,股息,21.00,"4,177.01","American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2022-03-22 00:00:00,股息,8.68,"4,156.01",Unilever PLC,UL,18,0.49,0.09,,,
2022-03-16 00:00:00,買入,-496.00,"4,147.33",Credit Suisse Group,CS,62,8.00,,,Charles Schwab,
2022-03-16 00:00:00,買入,-480.00,"4,643.33",Energizer Holdings Inc,ENR,16,30.00,,,Charles Schwab,
2022-03-16 00:00:00,股息,5.46,"5,123.33",Energizer Holdings Inc,ENR,26,0.30,,2.34,,
2022-03-15 00:00:00,股息,4.83,"5,117.87",Tyson Foods Inc,TSN,15,0.46,,2.07,,
2022-03-11 00:00:00,買入,"-1,012.50","5,113.04",Evercore Inc.,EVR,9,112.50,,,Charles Schwab,
2022-03-11 00:00:00,買入,-980.00,"6,125.54",Synchrony Financial,SYF,28,35.00,,,Charles Schwab,
2022-03-11 00:00:00,股息,6.75,"7,105.54",Magna Intl Inc.,MGA,20,0.45,,2.25,,
2022-03-11 00:00:00,股息,4.96,"7,098.79",Huntington Ingalls Industries Inc,HII,6,1.18,,2.12,,
2022-03-10 00:00:00,買入,-990.00,"7,093.83","Citigroup, Inc.",C,18,55.00,,,Charles Schwab,
2022-03-01 00:00:00,股息,5.88,"8,083.83",Kroger Co.,KR,40,0.21,,2.52,,
2022-03-01 00:00:00,股息,5.25,"8,077.95",Wells Fargo & Co,WFC,30,0.25,,2.25,,
2022-03-01 00:00:00,股息,2.55,"8,072.70",Intel Corp.,INTC,10,0.36,,1.10,,
2022-02-28 00:00:00,買入,"-1,010.50","8,070.15",AT&T Inc.,T,43,23.50,,,Charles Schwab,
2022-02-28 00:00:00,買入,-971.46,"9,080.65",BNP PARIBAS ADR EACH REPR 1/2 O,BNPQY,33,29.14,6.95,2.89,Charles Schwab,
2022-01-31 00:00:00,股息,6.15,"10,052.11",TC Energy Corporation,TRP,12,0.68,,2.05,,
2022-01-25 00:00:00,股息,5.88,"10,045.96","American Financial Group, Inc.",AFG,15,0.56,,2.52,,
2022-01-18 00:00:00,股息,4.81,"10,040.08","Cardinal Health, Inc.",CAH,14,0.49,,2.06,,
2022-01-03 00:00:00,股息,3.36,"10,035.27",Paramount Global,PARA,20,0.24,,1.44,,
2022-01-03 00:00:00,股息,0.45,"10,031.91",Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2021-12-31 00:00:00,股息,11.55,"10,031.46",Simon Property Group Inc,SPG,10,1.65,,4.95,,
2021-12-30 00:00:00,股息,21.00,"10,019.91","American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2021-12-22 00:00:00,買入,"-1,050.00","9,998.91",Kraft Heinz Co,KHC,30,35.00,,,Charles Schwab,
2021-12-20 00:00:00,股息,14.40,"11,048.91",Shell PLC,SHEL,30,0.48,,,,
2021-12-16 00:00:00,股息,1.58,"11,034.51",Central Japan Railway,CJPRY,75,0.03,0.37,0.35,,
2021-12-15 00:00:00,股息,25.96,"11,032.93",Marubeni Corp,MARUY,14,2.25,0.76,4.83,,
2021-12-15 00:00:00,股息,4.83,"11,006.97",Tyson Foods Inc,TSN,15,0.46,,2.07,,
2021-12-13 00:00:00,買入,"-1,014.00","11,002.14",Energizer Holdings Inc,ENR,26,39.00,,,Charles Schwab,
2021-12-10 00:00:00,股息,4.96,"12,016.14",Huntington Ingalls Industries Inc,HII,6,1.18,,2.12,,
2021-12-09 00:00:00,費用,-3.45,"12,011.18",Danske Bank,DNKEY,,,,,,ADR管理費
2021-12-07 00:00:00,股息,4.61,"12,014.63",East Japan Railway,EJPRY,140,0.05,1.06,1.02,,
2021-12-03 00:00:00,股息,6.45,"12,010.02",Magna Intl Inc.,MGA,20,0.43,,2.15,,
2021-12-01 00:00:00,股息,8.87,"12,003.57",Unilever PLC,UL,18,0.50,0.09,,,
2021-12-01 00:00:00,股息,6.60,"11,994.70",Assured Guaranty Ltd.,AGO,30,0.22,,,,
2021-12-01 00:00:00,股息,5.88,"11,988.10",Kroger Co.,KR,40,0.21,,2.52,,
2021-12-01 00:00:00,股息,4.20,"11,982.22",Wells Fargo & Co,WFC,30,0.20,,1.80,,
2021-12-01 00:00:00,股息,2.44,"11,978.02",Intel Corp.,INTC,10,0.35,,1.04,,
2021-11-29 00:00:00,買入,-460.23,"11,975.58",East Japan Railway,EJPRY,46,10.01,,,Charles Schwab,
2021-11-26 00:00:00,買入,-651.30,"12,435.81","ALLIANZ SE UNSPON ADS EACH REP ",ALIZY,30,21.71,,,Charles Schwab,
2021-11-26 00:00:00,買入,-495.25,"13,087.11",Central Japan Railway,CJPRY,35,14.15,,,Charles Schwab,
2021-11-26 00:00:00,買入,-487.20,"13,582.36",Centrica plc,CPYYY,140,3.48,,,Charles Schwab,
2021-11-24 00:00:00,買入,-495.06,"14,069.56",BAYER AG SPON ADR EACH REP 0.25,BAYRY,37,13.38,,,Charles Schwab,
2021-11-24 00:00:00,買入,-449.54,"14,564.62",Electrolux AB,ELUXY,10,44.95,,,Charles Schwab,
2021-11-23 00:00:00,買入,-20.00,"15,014.16",East Japan Railway,EJPRY,2,10.00,,,Charles Schwab,
2021-11-22 00:00:00,股息,42.00,"15,034.16","American Financial Group, Inc.",AFG,15,4.00,,18.00,,Special 股息
2021-11-16 00:00:00,股息,35.98,"14,992.16",Electrolux AB,ELUXY,13,3.98,0.26,15.53,,
2021-10-29 00:00:00,股息,6.31,"14,956.18",TC Energy Corporation,TRP,12,0.70,,2.10,,
2021-10-25 00:00:00,股息,5.88,"14,949.87","American Financial Group, Inc.",AFG,15,0.56,,2.52,,
2021-10-15 00:00:00,股息,8.06,"14,943.99",Electrolux AB,ELUXY,13,0.91,0.26,3.56,,
2021-10-15 00:00:00,股息,4.81,"14,935.93","Cardinal Health, Inc.",CAH,14,0.49,,2.06,,
2021-10-05 00:00:00,股息,42.00,"14,931.12","American Financial Group, Inc.",AFG,15,4.00,,18.00,,Special 股息
2021-10-04 00:00:00,股息,0.45,"14,889.12",Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2021-10-01 00:00:00,股息,3.36,"14,888.67",Paramount Global,PARA,20,0.24,,1.44,,
2021-09-30 00:00:00,股息,10.50,"14,885.31",Simon Property Group Inc,SPG,10,1.50,,4.50,,
2021-09-20 00:00:00,股息,14.40,"14,874.81",Shell PLC,SHEL,30,0.48,,,,
2021-09-15 00:00:00,股息,4.68,"14,860.41",Tyson Foods Inc,TSN,15,0.45,,2.00,,
2021-09-10 00:00:00,股息,4.79,"14,855.73",Huntington Ingalls Industries Inc,HII,6,1.14,,2.05,,
2021-09-08 00:00:00,股息,8.97,"14,850.94",Unilever PLC,UL,18,0.50,0.09,,,
2021-09-03 00:00:00,股息,6.45,"14,841.97",Magna Intl Inc.,MGA,20,0.43,,2.15,,
2021-09-01 00:00:00,股息,6.60,"14,835.52",Assured Guaranty Ltd.,AGO,30,0.22,,,,
2021-09-01 00:00:00,股息,5.88,"14,828.92",Kroger Co.,KR,40,0.21,,2.52,,
2021-09-01 00:00:00,股息,4.20,"14,823.04",Wells Fargo & Co,WFC,30,0.20,,1.80,,
2021-09-01 00:00:00,股息,2.44,"14,818.84",Intel Corp.,INTC,10,0.35,,1.04,,
2021-08-02 00:00:00,股息,21.00,"14,816.40","American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2021-07-30 00:00:00,買入,-495.00,"14,795.40",BAYER AG SPON ADR EACH REP 0.25,BAYRY,33,15.00,,,Charles Schwab,
2021-07-30 00:00:00,股息,6.28,"15,290.40",TC Energy Corporation,TRP,12,0.70,,2.09,,
2021-07-26 00:00:00,股息,5.25,"15,284.12","American Financial Group, Inc.",AFG,15,0.50,,2.25,,
2021-07-23 00:00:00,股息,9.80,"15,278.87",Simon Property Group Inc,SPG,10,1.40,,4.20,,
2021-07-15 00:00:00,股息,4.81,"15,269.07","Cardinal Health, Inc.",CAH,14,0.49,,2.06,,
2021-07-14 00:00:00,股息,5.01,"15,264.26",East Japan Railway,EJPRY,92,0.07,0.83,1.06,,
2021-07-12 00:00:00,賣出,"1,683.59","15,259.25",G4S plc,GFSZY,100,16.89,5.00,,Charles Schwab,ADR管理費$5
2021-07-09 00:00:00,股息,1.62,"13,575.66",Central Japan Railway,CJPRY,40,0.06,0.37,0.36,,
2021-07-06 00:00:00,股息,0.45,"13,574.04",Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2021-07-01 00:00:00,股息,3.36,"13,573.59",Paramount Global,PARA,20,0.24,,1.44,,
2021-06-21 00:00:00,股息,10.41,"13,570.23",Shell PLC,SHEL,30,0.35,,,,
2021-06-21 00:00:00,股息,3.39,"13,559.82",Credit Suisse Group,CS,95,0.05,,1.83,,
2021-06-18 00:00:00,股息,22.99,"13,556.43",Marubeni Corp,MARUY,14,2.00,0.76,4.29,,
2021-06-15 00:00:00,股息,147.00,"13,533.44","American Financial Group, Inc.",AFG,15,14.00,,63.00,,Special 股息
2021-06-15 00:00:00,股息,4.68,"13,386.44",Tyson Foods Inc,TSN,15,0.45,,2.00,,
2021-06-11 00:00:00,股息,4.79,"13,381.76",Huntington Ingalls Industries Inc,HII,6,1.14,,2.05,,
2021-06-10 00:00:00,股息,9.20,"13,376.97",Unilever PLC,UL,18,0.52,0.09,,,
2021-06-09 00:00:00,賣出,582.20,"13,367.77",GEO Group Inc.,GEO,71,8.20,,,Charles Schwab,
2021-06-04 00:00:00,股息,6.45,"12,785.57",Magna Intl Inc.,MGA,20,0.43,,2.15,,
2021-06-02 00:00:00,股息,6.60,"12,779.12",Assured Guaranty Ltd.,AGO,30,0.22,,,,
2021-06-01 00:00:00,股息,5.04,"12,772.52",Kroger Co.,KR,40,0.18,,2.16,,
2021-06-01 00:00:00,股息,2.44,"12,767.48",Intel Corp.,INTC,10,0.35,,1.04,,
2021-06-01 00:00:00,股息,2.10,"12,765.04",Wells Fargo & Co,WFC,30,0.10,,0.90,,
2021-05-28 00:00:00,股息,32.32,"12,762.94","ALLIANZ SE UNSPON ADS EACH REP ",ALIZY,40,1.17,2.00,12.30,,
2021-05-28 00:00:00,股息,13.45,"12,730.62",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,25,0.77,0.75,5.09,,
2021-05-10 00:00:00,賣出,"1,329.99","12,717.17","(原名LB)Bath & Body Works, Inc.",BBWI,19,70.00,,0.01,Charles Schwab,
2021-05-04 00:00:00,股息,5.22,"11,387.18",Credit Suisse Group,CS,95,0.05,,,,
2021-04-30 00:00:00,股息,6.37,"11,381.96",TC Energy Corporation,TRP,12,0.71,,2.12,,
2021-04-29 00:00:00,賣出,500.96,"11,375.59",CoreCivic Inc.,CXW,62,8.08,,,Charles Schwab,
2021-04-26 00:00:00,股息,5.25,"10,874.63","American Financial Group, Inc.",AFG,15,0.50,,2.25,,
2021-04-23 00:00:00,股息,9.10,"10,869.38",Simon Property Group Inc,SPG,10,1.30,,3.90,,
2021-04-15 00:00:00,股息,4.76,"10,860.28","Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2021-04-14 00:00:00,股息,8.10,"10,855.52",Electrolux AB,ELUXY,13,0.92,0.26,3.58,,
2021-04-09 00:00:00,股息,0.45,"10,847.42",Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2021-04-07 00:00:00,買入,-496.00,"10,846.97",CoreCivic Inc.,CXW,62,8.00,,,Charles Schwab,
2021-04-07 00:00:00,買入,-469.31,"11,342.97",GEO Group Inc.,GEO,71,6.61,,,Charles Schwab,
2021-04-05 00:00:00,買入,"-1,035.50","11,812.28",Credit Suisse Group,CS,95,10.90,,,Charles Schwab,
2021-04-05 00:00:00,買入,-478.00,"12,847.78",Carnival PLC,CUK,20,23.90,,,Charles Schwab,
2021-04-01 00:00:00,股息,3.36,"13,325.78",Paramount Global,PARA,20,0.24,,1.44,,
2021-03-26 00:00:00,股息,12.38,"13,322.42",Danske Bank,DNKEY,116,0.16,1.16,5.01,,
2021-03-26 00:00:00,股息,9.99,"13,310.04",Shell PLC,SHEL,30,0.33,,,,
2021-03-25 00:00:00,賣出,943.20,"13,300.05","(原名LB)Bath & Body Works, Inc.",BBWI,15,62.88,,,Charles Schwab,
2021-03-24 00:00:00,股息,6.60,"12,356.85",Assured Guaranty Ltd.,AGO,30,0.22,,,,
2021-03-19 00:00:00,股息,6.45,"12,350.25",Magna Intl Inc.,MGA,20,0.43,,2.15,,
2021-03-17 00:00:00,賣出,340.00,"12,343.80",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,10,34.00,,,Charles Schwab,
2021-03-17 00:00:00,股息,9.16,"12,003.80",Unilever PLC,UL,18,0.51,0.09,,,
2021-03-15 00:00:00,股息,10.50,"11,994.64",LyondellBasell Industries NV,LYB,10,1.05,,,,
2021-03-15 00:00:00,股息,6.46,"11,984.14",International Paper Co.,IP,18,0.51,,2.77,,
2021-03-15 00:00:00,股息,4.68,"11,977.68",Tyson Foods Inc,TSN,15,0.45,,2.00,,
2021-03-15 00:00:00,股息,1.40,"11,973.00",Mowi ASA,MHGVY,50,0.04,0.47,,,
2021-03-12 00:00:00,賣出,"1,019.99","11,971.60","(原名LB)Bath & Body Works, Inc.",BBWI,17,60.00,,0.01,Charles Schwab,
2021-03-12 00:00:00,股息,4.79,"10,951.61",Huntington Ingalls Industries Inc,HII,6,1.14,,2.05,,
2021-03-10 00:00:00,股息,7.31,"10,946.82",Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2021-03-08 00:00:00,賣出,"1,249.99","10,939.51","AutoZone, Inc.",AZO,1,"1,250.00",,0.01,Charles Schwab,
2021-03-08 00:00:00,賣出,"1,199.99","9,689.52",Pilgrim's Pride Corporation,PPC,48,25.00,,0.01,Charles Schwab,
2021-03-08 00:00:00,賣出,"1,089.09","8,489.53",LyondellBasell Industries NV,LYB,10,108.91,,0.01,Charles Schwab,
2021-03-08 00:00:00,賣出,981.00,"7,400.44",International Paper Co.,IP,18,54.50,,,Charles Schwab,
2021-03-08 00:00:00,賣出,766.50,"6,419.44",Mowi ASA,MHGVY,30,25.55,,,Charles Schwab,
2021-03-08 00:00:00,賣出,466.13,"5,652.94",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,15,31.08,,,Charles Schwab,
2021-03-04 00:00:00,賣出,720.00,"5,186.81","AutoNation, Inc.",AN,9,80.00,,,Charles Schwab,
2021-03-04 00:00:00,賣出,688.80,"4,466.81",Exxon Mobil Corp,XOM,12,57.40,,,Charles Schwab,
2021-03-04 00:00:00,賣出,200.30,"3,778.01",Electrolux AB,ELUXY,4,50.08,,,Charles Schwab,
2021-03-04 00:00:00,賣出,150.00,"3,577.71",Electrolux AB,ELUXY,3,50.00,,,Charles Schwab,
2021-03-04 00:00:00,股息,26.55,"3,427.71",TC PipeLines LP,TCP,18,1.48,,,,Cash In Lieu 03/03/2021 0.5股 * $44.25 1: 0.70 股 TRP 普通股
2021-03-03 00:00:00,賣出,646.00,"3,401.16",Wells Fargo & Co,WFC,17,38.00,,,Charles Schwab,
2021-03-01 00:00:00,賣出,963.00,"2,755.16",LyondellBasell Industries NV,LYB,9,107.00,,,Charles Schwab,
2021-03-01 00:00:00,賣出,650.00,"1,792.16",Paramount Global,PARA,10,65.00,,,Charles Schwab,
2021-03-01 00:00:00,賣出,452.52,"1,142.16",Mowi ASA,MHGVY,18,25.14,,,Charles Schwab,
2021-03-01 00:00:00,賣出,300.00,689.64,MEDNAX Inc,MD,12,25.00,,,Charles Schwab,
2021-03-01 00:00:00,賣出,285.00,389.64,Danske Bank,DNKEY,30,9.50,,,Charles Schwab,
2021-03-01 00:00:00,賣出,50.12,104.64,Mowi ASA,MHGVY,2,25.06,,,Charles Schwab,
2021-03-01 00:00:00,股息,5.04,54.52,Kroger Co.,KR,40,0.18,,2.16,,
2021-03-01 00:00:00,股息,3.29,49.48,Wells Fargo & Co,WFC,47,0.10,,1.41,,
2021-03-01 00:00:00,股息,2.44,46.19,Intel Corp.,INTC,10,0.35,,1.04,,
2021-02-18 00:00:00,買入,-84.00,43.75,MEDNAX Inc,MD,4,21.00,,,Charles Schwab,
2021-02-12 00:00:00,股息,7.37,127.75,TC PipeLines LP,TCP,18,0.65,,4.33,,
2021-01-25 00:00:00,買入,-168.00,120.38,Carnival PLC,CUK,10,16.80,,,Charles Schwab,
2021-01-25 00:00:00,股息,5.25,288.38,"American Financial Group, Inc.",AFG,15,0.50,,2.25,,
2021-01-22 00:00:00,股息,9.10,283.13,Simon Property Group Inc,SPG,10,1.30,,3.90,,
2021-01-15 00:00:00,股息,4.76,274.03,"Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2021-01-04 00:00:00,股息,5.04,269.27,Paramount Global,PARA,30,0.24,,2.16,,
2021-01-04 00:00:00,股息,0.45,264.23,Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2020-12-29 00:00:00,股息,21.00,263.78,"American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2020-12-21 00:00:00,買入,-110.00,242.78,Centrica plc,CPYYY,50,2.20,,,Charles Schwab,
2020-12-17 00:00:00,買入,-549.00,352.78,TC PipeLines LP,TCP,18,30.50,,,Charles Schwab,
2020-12-16 00:00:00,賣出,509.99,901.78,Intel Corp.,INTC,10,51.00,,0.01,Charles Schwab,
2020-12-16 00:00:00,股息,9.99,391.79,Shell PLC,SHEL,30,0.33,,,,
2020-12-16 00:00:00,股息,1.74,381.80,Central Japan Railway,CJPRY,40,0.06,0.37,0.38,,
2020-12-15 00:00:00,股息,11.79,380.06,Marubeni Corp,MARUY,14,1.05,0.69,2.26,,
2020-12-15 00:00:00,股息,6.46,368.27,International Paper Co.,IP,18,0.51,,2.77,,
2020-12-15 00:00:00,股息,4.68,361.81,Tyson Foods Inc,TSN,15,0.45,,2.00,,
2020-12-11 00:00:00,股息,4.79,357.13,Huntington Ingalls Industries Inc,HII,6,1.14,,2.05,,
2020-12-10 00:00:00,買入,-230.00,352.34,Centrica plc,CPYYY,100,2.30,,,Charles Schwab,
2020-12-10 00:00:00,股息,7.31,582.34,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-12-09 00:00:00,費用,-5.76,575.03,Danske Bank,DNKEY,,,,,,ADR管理費
2020-12-07 00:00:00,股息,19.95,580.79,LyondellBasell Industries NV,LYB,19,1.05,,,,
2020-12-07 00:00:00,股息,5.01,560.84,East Japan Railway,EJPRY,92,0.08,1.25,1.13,,
2020-12-04 00:00:00,股息,6.00,555.83,Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-12-03 00:00:00,買入,-103.20,549.83,Centrica plc,CPYYY,43,2.40,,,Charles Schwab,
2020-12-02 00:00:00,股息,6.00,653.03,Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-12-01 00:00:00,賣出,599.99,647.03,Intel Corp.,INTC,12,50.00,,0.01,Charles Schwab,
2020-12-01 00:00:00,股息,7.39,47.04,Intel Corp.,INTC,32,0.33,,3.17,,
2020-12-01 00:00:00,股息,5.04,39.65,Kroger Co.,KR,40,0.18,,2.16,,
2020-12-01 00:00:00,股息,3.29,34.61,Wells Fargo & Co,WFC,47,0.10,,1.41,,
2020-11-20 00:00:00,股息,22.29,31.32,Electrolux AB,ELUXY,20,1.62,0.40,9.73,,
2020-11-20 00:00:00,股息,8.63,9.03,Unilever PLC,UL,18,0.48,0.09,,,
2020-10-28 00:00:00,買入,-22.80,0.40,Centrica plc,CPYYY,12,1.90,,,Charles Schwab,
2020-10-26 00:00:00,股息,5.25,23.20,"American Financial Group, Inc.",AFG,15,0.50,,2.25,,
2020-10-23 00:00:00,股息,9.10,17.95,Simon Property Group Inc,SPG,10,1.30,,3.90,,
2020-10-16 00:00:00,買入,-89.55,8.85,Centrica plc,CPYYY,45,1.99,,,Charles Schwab,
2020-10-15 00:00:00,股息,4.76,98.40,"Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2020-10-12 00:00:00,買入,-97.80,93.64,MEDNAX Inc,MD,6,16.30,,,Charles Schwab,
2020-10-05 00:00:00,股息,0.45,191.44,Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2020-10-01 00:00:00,股息,5.04,190.99,Paramount Global,PARA,30,0.24,,2.16,,
2020-09-21 00:00:00,股息,9.60,185.95,Shell PLC,SHEL,30,0.32,,,,
2020-09-15 00:00:00,股息,6.46,176.35,International Paper Co.,IP,18,0.51,,2.77,,
2020-09-15 00:00:00,股息,4.41,169.89,Tyson Foods Inc,TSN,15,0.42,,1.89,,
2020-09-10 00:00:00,股息,7.31,165.48,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-09-09 00:00:00,股息,8.36,158.17,Unilever PLC,UL,18,0.47,0.09,,,
2020-09-08 00:00:00,股息,19.95,149.81,LyondellBasell Industries NV,LYB,19,1.05,,,,
2020-09-04 00:00:00,買入,-888.00,129.86,Huntington Ingalls Industries Inc,HII,6,148.00,,,Charles Schwab,
2020-09-04 00:00:00,股息,6.00,"1,017.86",Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-09-02 00:00:00,買入,-297.66,"1,011.86",Danske Bank,DNKEY,41,7.26,,,Charles Schwab,
2020-09-02 00:00:00,股息,6.00,"1,309.52",Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-09-01 00:00:00,買入,-925.00,"1,303.52",SPDRR Gold Shares,GLD,5,185.00,,,Charles Schwab,
2020-09-01 00:00:00,股息,7.39,"2,228.52",Intel Corp.,INTC,32,0.33,,3.17,,
2020-09-01 00:00:00,股息,5.04,"2,221.13",Kroger Co.,KR,40,0.18,,2.16,,
2020-09-01 00:00:00,股息,3.29,"2,216.09",Wells Fargo & Co,WFC,47,0.10,,1.41,,
2020-08-18 00:00:00,買入,-510.00,"2,212.80",Boeing Company,BA,3,170.00,,,Charles Schwab,
2020-08-10 00:00:00,買入,-484.00,"2,722.80",Spirit AeroSystems Holdings Inc,SPR,22,22.00,,,Charles Schwab,
2020-08-05 00:00:00,買入,-495.00,"3,206.80",East Japan Railway,EJPRY,50,9.90,,,Charles Schwab,
2020-08-03 00:00:00,買入,-310.00,"3,701.80",Tyson Foods Inc,TSN,5,62.00,,,Charles Schwab,
2020-07-27 00:00:00,買入,-500.00,"4,011.80",Intel Corp.,INTC,10,50.00,,,Charles Schwab,
2020-07-15 00:00:00,股息,4.76,"4,511.80","Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2020-07-14 00:00:00,股息,4.72,"4,507.04","American Financial Group, Inc.",AFG,15,0.45,,2.03,,
2020-07-13 00:00:00,買入,-573.80,"4,502.32",Central Japan Railway,CJPRY,40,14.35,,,Charles Schwab,
2020-07-13 00:00:00,買入,-357.79,"5,076.12",Mowi ASA,MHGVY,20,17.89,,,Charles Schwab,
2020-07-09 00:00:00,股息,9.10,"5,433.91",Simon Property Group Inc,SPG,10,1.30,,3.90,,
2020-07-06 00:00:00,買入,-504.00,"5,424.81",Carnival PLC,CUK,40,12.60,,,Charles Schwab,
2020-07-06 00:00:00,股息,0.30,"5,928.81",Spirit AeroSystems Holdings Inc,SPR,43,0.01,,0.13,,
2020-07-01 00:00:00,買入,-325.00,"5,928.51",LyondellBasell Industries NV,LYB,5,65.00,,,Charles Schwab,
2020-07-01 00:00:00,股息,5.04,"6,253.51",Paramount Global,PARA,30,0.24,,2.16,,
2020-06-22 00:00:00,股息,4.80,"6,248.47",Shell PLC,SHEL,30,0.16,,,,
2020-06-19 00:00:00,股息,18.20,"6,243.67",Marubeni Corp,MARUY,14,1.59,0.69,3.42,,
2020-06-16 00:00:00,買入,-560.55,"6,225.47",Mowi ASA,MHGVY,30,18.68,,,Charles Schwab,
2020-06-15 00:00:00,股息,14.70,"6,786.02",LyondellBasell Industries NV,LYB,14,1.05,,,,
2020-06-15 00:00:00,股息,6.46,"6,771.32",International Paper Co.,IP,18,0.51,,2.77,,
2020-06-15 00:00:00,股息,2.94,"6,764.86",Tyson Foods Inc,TSN,10,0.42,,1.26,,
2020-06-11 00:00:00,買入,-820.00,"6,761.92","ALLIANZ SE UNSPON ADS EACH REP ",ALIZY,40,20.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-650.00,"7,581.92",G4S plc,GFSZY,100,6.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-496.00,"8,231.92","American Financial Group, Inc.",AFG,8,62.00,,,Charles Schwab,
2020-06-11 00:00:00,買入,-495.00,"8,727.92",Spirit AeroSystems Holdings Inc,SPR,18,27.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-493.50,"9,222.92",Shell PLC,SHEL,15,32.90,,,Charles Schwab,
2020-06-11 00:00:00,買入,-405.00,"9,716.42",Wells Fargo & Co,WFC,15,27.00,,,Charles Schwab,
2020-06-10 17:00:00,費用,-25.00,"10,121.42",,,,,,,,中轉銀行費用
2020-06-10 16:00:10,轉入,"10,085.00","10,146.42",,,,,,,TWBank,"匯率29.2838  TWD$295,327.12 匯費 ＄300+＄75(10085*0.025％*29.67) "
2020-06-10 00:00:00,股息,7.31,61.42,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-06-08 00:00:00,買入,-715.00,54.11,Wells Fargo & Co,WFC,22,32.50,,,Charles Schwab,
2020-06-05 00:00:00,買入,-494.56,769.11,BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,22,22.48,,,Charles Schwab,
2020-06-05 00:00:00,股息,6.00,"1,263.67",Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-06-04 00:00:00,股息,7.91,"1,257.67",Unilever PLC,UL,18,0.44,0.09,,,
